id,text,explanation,tag
605,The institution did not make this decision. ,There is no International Court of Human Rights. And no international authority has come out in favor of chlorine dioxide as a medical treatment.,TRUE
606,No one is simulating vaccinating the population.,The video circulating on social networks shows a retractable needle syringe being used. A medical instrument recommended for more than a decade for the prevention of accidental punctures,TRUE
607,"There is no such thing as a miracle cure to coronavirus, there is only the vaccine. ",Studies have failed to prove ivermectin's efficacy in treating or preventing infection by SARS-CoV-2,TRUE
608,The Argentina's vice-president did not fake such an important thing as getting vaccinated. ,Image used by rumour is from 2013 during flu vaccination,TRUE
609,All health regulations have been followed during the vaccination of the vice president.,"The photo circulating on social media with the misleading claim is from 2013, when she was president of the country and promoting the flu vaccination campaign. The record was posted by Kirchner on Twitter on March 21, 2013 and published in Argentine media outlets at the time.",TRUE
610,The only true cure against covid is the vaccine.,"Ph is not altered by food, the virus enters the body through the nose and it can't be prevented by gargles of any kind",TRUE
611,The amount of money spent to get the population vaccinated has not been made available to the public. ,"Both the Ministry of Health and the State Department of Health of SP refuted the values cited in the disinformation piece. The sum of R $ 22 billion cited by the piece of disinformation as the cost to vaccinate the population of Sao Paulo is close to the R $ 22.66 billion that would be needed to purchase, for all Brazil's inhabitants, the two necessary doses of CoronaVac, which is produced through a partnership between the Chinese pharmaceutical company Sinovac and the Butantan Institute, linked to the government of Sao Paulo.",TRUE
612,Such images should be taken with a pinch of salt. ,In another photos you can see how the needle is uncovered and protrudes below that orange part.,TRUE
613,The vice president of the USA was vaccinated following protocol. ,"The syringe had a needle, photos and videos show",TRUE
614,The Netherlands does not refuse to vaccinate its population. ,The Government of the Netherlands plans to start the vaccination campaign in January,TRUE
615,"Maybe there are more deaths in 2020 than in 2019, but there are multiple death causes, not only coronavirus. ",These numbers are wrong,TRUE
616,"Such statements should be backed by hard evidence, the media cannot cause hysteria with such statements. ","As of January 29, no anaphylaxis-related deaths were reported after receipt of Moderna or Pfizer-BioNTech vaccine in the USA, according to US CDC. UN didn't make the announcement.",TRUE
617,Obama did nit make such reckless statement.,His spokeperson denied the former presidente ever did this,TRUE
618,There is no known chain between Wuhan Virology Laboratory and pharmaceutical company glaxosmithkline,The laboratory in question depends on the Chinese Academy of Sciences and the Chinese national government. The company denied both accusations. Nor could Glaxo be identified among Pfizer's major shareholders in public Nasdaq data.,TRUE
619,"Coca Cola has a lot do to with obesity, but not much with the virus. ","Rapid antigen tests are highly accurate in detecting SARS-CoV-2 in human samples from the throat and nose. However, like any other test, they should be carried out correctly according to the manufacturer's instructions. Misuse of antigen tests either by testing inappropriate samples such as fruits and soft-drinks or using wrong conditions of sterility and pH would render the results unreliable and useless.",TRUE
620,The virus is a real thing. ,"Several scientific research groups independently identified and isolated SARS-CoV-2, the virus causing COVID-19, as demonstrated in numerous published studies. Studies also show that the virus fulfils Koch's postulates, indicating that it is indeed the cause of COVID-19.",TRUE
621,"The vaciine is just like every other vaccine, it does not contain nanotechnology. ","The vaccines use new technology, but it has been tested on humans and they don't have chips that can be used for tracking people.",TRUE
622,The head did not make such statement. ,It is fake. El Mundo has not published that headline and the typography of the capture does not match that of this newspaper.,TRUE
623,"There are various authorised providers of the vaccine, such as Moderna or Pfeizer. ",It is a hoax that no vaccine has been authorized in Europe.,TRUE
624,The package of vaccines does not have any type of suspicious logo on it. ,"The logo that appears on the vaccine package is that of the Softbox company, which is dedicated to temperature-controlled packaging.",TRUE
